Address_2                                          ,Lat 2nd Run ,Long 2nd Run ,fips_codes,Tribe Name                                                                            ,Game Class Type                       ,SeatsSlots ,Open_Date ,SquareFeetGaming ,RenovationDate ,Revenue_FY23        ,Cost,State,Casino_Name
Wyandotte OK 74370                                 ,36.7934028,-94.7252284,"['05007', '40041', '40035', '29119', '20021', '40115', '29097', '29145', '20099', '40097']",Wyandotte Nation                                                                      ,Class II                              ,113,     1999 ,            3000 ,               ,0.9845728368,          ,OK,Lucky Turtle Casino
5647 OR-126 Florence OR 97439                      ,43.98251385,-124.0873945,"['41039', '41019', '41003', '41011', '41041']",Confederated Tribes of Coos Lower Umpqua & Siuslaw Indians of Oregon                  ,Class II & III                        ,700,     2004 ,           90000 ,          2007 ,7.5,          ,OR,Three Rivers Casino - Florence
1777 NW 44th St Lincoln City OR 97367              ,44.99798475,-124.0094389,"['41057', '41041', '41053', '41071']",Confederated Tribes of Siletz Indians of Oregon                                       ,Class II & III                        ,1000,     1995 ,          157000 ,          2021 ,145.3,          ,OR,Chinook Winds Casino Resort
valley junction oregon                             ,45.0620578,-123.5720542,"['41003', '41057', '41041', '41053', '41071', '41067']",Confederated Tribes of the Grand Ronde Community of Oregon                            ,Class II & III                        ,2000,     1995 ,           90000 ,          2018 ,14.0,  38000000,OR,Spirit Mountain Casino
46510 Wildhorse Blvd Pendleton OR 97801            ,45.64669315,-118.6802309,"['41061', '53071', '41059']",Confederated Tribes of the Umatilla Indian Reservation                                ,Class II & III                        ,1200,     1995 ,           40000 ,          2024 ,192.0,  80000000,OR,Wildhorse Gaming Resort and Casino
215 NW Cherry Ln Madras OR 97741                   ,44.66470501,-121.1336564,"['41017', '41065', '41031', '41013']",Confederated Tribes of the Warm Springs Reservation of OR                             ,Class II                              ,40,     2018 ,           13500 ,               ,2.0,   1000000,OR,Plateau Travel Plaza
3236 US-26 Warm Springs OR 97761                   ,44.76450765,-121.2511528,"['41017', '41065', '41031', '41013']",Confederated Tribes of the Warm Springs Reservation of OR                             ,Class III                             ,500,     1996 ,           20000 ,          2012 ,5.2,  11100000,OR,Indian Head Casino
3201 Tremont Ave North Bend OR 97459               ,43.3945017,-124.2188157,"['41019', '41011']",Coquille Indian Tribe                                                                 ,Class III                             ,700,     1995 ,           14000 ,               ,7.5,  40000000,OR,The Mill Casino
146 Chief Miwaleta Ln Canyonville OR 97417         ,42.9391606,-123.2832869,"['41033', '41019', '41029']",Cow Creek Band of Umpqua Tribe of Indians                                             ,Class II & III                        ,950,     1994 ,           68000 ,          2021 ,129.3,          ,OR,Seven Feathers Casino Resort
34333 US-97 Chiloquin OR 97624                     ,42.5355525,-121.8827433,"['41035', '41029']",Klamath Tribes                                                                        ,Class III                             ,280,     2010 ,           18000 ,               ,22.2,   4400000,OR,Kla-Mo-Ya Casino
202 SD-249 Fort Thompson SD 57339                  ,44.0738486,-99.4282421,"['46123', '46085', '46015', '46059', '46065', '46017', '46069']",Crow Creek Sioux Tribe of the Crow Creek Reservation                                  ,Class III                             ,200,     1994 ,           27000 ,          2003 ,6.2,          ,SD,Lode Star Casino
607 S Veterans St Flandreau SD 57028               ,44.04382748,-96.60782702,"['46079', '46011', '46099', '27081', '27117', '27133', '46101']",Flandreau Santee Sioux Tribe                                                          ,Class II & III                        ,400,     1990 ,           17000 ,          2019 ,51.5,  30000000,SD,Royal River Casino and Hotel
321 Sitting Bull St Lower Brule SD 57548           ,44.07124293,-99.57975733,"['46123', '46085', '46117', '46015', '46059', '46065', '46017', '46069']",Lower Brule Sioux Tribe of the Lower Brule Reservation                                ,Class III                             ,250,     1992 ,            9000 ,          2021 ,5.1,          ,SD,Golden Buffalo Casino & Resort
Martin SD 57551                                    ,43.17265,-101.7325257,"['46071', '31031', '31161', '46007', '46102']",Oglala Sioux Tribe                                                                    ,Class II                              ,18,     1994 ,            6000 ,               ,1.0,          ,SD,Prairie Wind Casino - Dome
Martin SD 57551                                    ,43.17265,-101.7325257,"['46071', '31031', '31161', '46007', '46102']",Oglala Sioux Tribe                                                                    ,Class II                              ,121,     2012 ,            2400 ,               ,15.0,          ,SD,East Wind Casino
Oglala SD 57770                                    ,43.188594,-102.739621,"['31161', '46047', '46033', '31045', '46102']",Oglala Sioux Tribe                                                                    ,Class III                             ,382,     1994 ,           30000 ,               ,3.9,          ,SD,Prairie Wind Casino
Mission SD 57555                                   ,43.305837,-100.658194,"['46095', '46075', '46121', '31031']",Rosebud Sioux Tribe of the Rosebud Indian Reservation                                 ,Class II                              ,35,     1995 ,                 ,               ,1.0,          ,SD,Prairie Hills Class II Casino and Golf Course
30421 US-83 Valentine NE 69201                     ,42.8779533,-100.561326,"['46123', '31103', '46121', '31031', '31017']",Rosebud Sioux Tribe of the Rosebud Indian Reservation                                 ,Class II & III                        ,250,     1994 ,           10500 ,               ,25.1,   7140955,SD,Rosebud Casino
46102 SD-10 Sisseton SD 57262                      ,45.6600464,-97.0606007,"['27011', '46109', '27155', '46051', '46091', '46037', '38081', '38077']",Sisseton-Wahpeton Oyate of the Lake Traverse Reservation                              ,Class II & III                        ,190,     1995 ,           20000 ,               ,3.5,          ,SD,Dakota Connection Casino
rauville SD 57201                                  ,44.9796868,-97.1059073,"['46109', '46039', '46051', '46057', '46037', '46029', '46025']",Sisseton-Wahpeton Oyate of the Lake Traverse Reservation                              ,Class II & III                        ,430,     2005 ,            8730 ,          2007 ,12.5,  23000000,SD,Dakota Sioux Casino
27903 US-12 Mobridge SD 57601                      ,45.5372631,-100.397117,"['38085', '46041', '46107', '46129', '38029', '46031', '46021']",Standing Rock Sioux Tribe of North and South Dakota                                   ,Class II & III                        ,250,     1994 ,           40000 ,               ,24.3,          ,SD,Grand River Casino & Resort
pickstown SD 57356                                 ,43.0672168,-98.5320265,"['46009', '46003', '46023', '31089', '46043', '31107', '46053', '31015']",Yankton Sioux Tribe of South Dakota                                                   ,Class II & III                        ,298,     1991 ,           68000 ,          2010 ,18.9,  10000000,SD,Fort Randall Casino
Livingston TX 77351                                ,30.711029,-94.9329898,"['48199', '48457', '48471', '48455', '48005', '48339', '48373', '48407', '48291']",Alabama-Coushatta Tribe of Texas                                                      ,Class II                              ,800,     2001 ,           30000 ,          2021 ,100.0,          ,TX,Naskila Gaming
794 Lucky Eagle Dr Eagle Pass TX 78852             ,28.61174185,-100.4405918,"['48323', '48507', '48127']",Kickapoo Traditional Tribe of Texas                                                   ,Class II                              ,3300,     1996 ,           15000 ,          2013 ,51.5,  90000000,TX,Kickapoo Lucky Eagle Casino
580 Fort Rd Toppenish WA 98948                     ,46.37331335,-120.3413893,"['53037', '53077', '53039']",Confederated Tribes and Bands of the Yakama Nation                                    ,Class II & III                        ,1500,     1998 ,           55000 ,          2017 ,75.0,  90000000,WA,Yakama Nation Legends Casino
12888 188th Ave SW Rochester WA 98579              ,46.81400245,-123.1542262,"['53015', '53049', '53045', '53027', '53067', '53041', '53069']",Confederated Tribes of the Chehalis Reservation                                       ,Class II & III                        ,1200,     1995 ,           55000 ,          2015 ,82.5,  40000000,WA,Lucky Eagle Casino and Hotel
28968 US-97 Omak WA 98841                          ,48.4658609,-119.4815484,"['53047', '53017']",Confederated Tribes of the Colville Reservation                                       ,Class III                             ,500,     2015 ,           56000 ,               ,5.4,  68000000,WA,12 Tribes Resort Casino
Manson WA 98831-9577                               ,47.847791,-120.0306565,"['53007', '53047', '53017']",Confederated Tribes of the Colville Reservation                                       ,Class II & III                        ,600,     2004 ,           35000 ,          2021 ,3.5,   7200000,WA,Mill Bay Casino
515 Birch St Coulee Dam WA 99116                   ,47.96626465,-118.9778406,"['53025', '53043', '53047', '53019', '53017']",Confederated Tribes of the Colville Reservation                                       ,Class II & III                        ,150,     2004 ,            5000 ,          2008 ,3.6,  24000000,WA,Coulee Dam Casino
1 Cowlitz Wy Ridgefield WA 98642                   ,45.8533857,-122.7072372,"['41005', '41051', '53015', '53011', '41009', '41067']",Cowlitz Tribe                                                                         ,Class III                             ,3000,     2017 ,          110000 ,          2023 ,450.0, 510000000,WA,ilani Casino Resort
270756 US-101 Sequim WA 98382                      ,48.0546427,-123.0482023,"['53009', '53031', '53055', '53029']",Jamestown S'Klallam Tribe                                                             ,Class II & III                        ,600,     1995 ,           11000 ,          2012 ,31.6,  47500000,WA,Seven Cedars Casino
Cusick WA 99119                                    ,48.3374055,-117.297165,"['53065', '53051', '53063', '16017']",Kalispel Indian Community of the Kalispel Reservation                                 ,Class II & III                        ,165,     2019 ,           55540 ,          2018 ,15.0,  10800000,WA,Kalispel Casino
100 N Hayford Rd Airway Heights WA 99001           ,47.6589894,-117.5628866,"['53065', '53043', '53075', '53051', '53063']",Kalispel Indian Community of the Kalispel Reservation                                 ,Class II & III                        ,1600,     2000 ,           60000 ,          2023 ,49.9,  20000000,WA,Northern Quest Resort & Casino
631 Stratton Rd Port Angeles WA 98363              ,48.13512245,-123.5462722,"['53009', '53031']",Lower Elwha Tribal Community                                                          ,Class II                              ,300,     2009 ,           22000 ,          2022 ,7.1,  13000000,WA,Elwha River Casino
4876 Haxton Way Ferndale WA 98248                  ,48.81739875,-122.6253018,"['53073', '53057', '53055', '53029']",Lummi Tribe of the Lummi Reservation                                                  ,Class III                             ,1000,     2002 ,           80000 ,          2013 ,107.0,  20000000,WA,Silver Reef Casino
2402 Auburn Way S Auburn WA 98002                  ,47.2910587,-122.1956559,"['53053', '53033', '53035']",Muckleshoot Indian Tribe                                                              ,Class II & III                        ,3500,     1995 ,          300000 ,          2021 ,750.0, 140000000,WA,Muckleshoot Casino I Casino and Resort
12819 Yelm Hwy SE Olympia WA 98513                 ,47.0035651,-122.8778483,"['53053', '53045', '53027', '53067', '53035', '53041']",Nisqually Indian Tribe                                                                ,Class III                             ,1670,     1997 ,           46000 ,          2020 ,37.0,  45000000,WA,Red Wind Casino
9750 Northwood Rd Lynden WA 98264                  ,48.9494028,-122.4078614,"['53073', '53057', '53055']",Nooksack Indian Tribe of Washington                                                   ,Class II                              ,400,     2007 ,           30000 ,               ,35.0,          ,WA,Northwood Casino
Kingston WA 98346                                  ,47.7987627,-122.4990762,"['53031', '53053', '53061', '53045', '53033', '53029', '53035']",Port Gamble S'Klallam Tribe                                                           ,Class II & III                        ,800,     2002 ,           50000 ,          2011 ,60.5,  25000000,WA,The Point Casino
2920 E R St Tacoma WA 98404                        ,47.23787195,-122.4082743,"['53053', '53045', '53033', '53067', '53035']",Puyallup Tribe of Indians                                                             ,Class II & III                        ,2100,     2020 ,          100000 ,               ,388.2, 372000000,WA,Emerald Queen Casino and Hotel
5700 Pacific Hwy E Fife WA 98424                   ,47.2421071,-122.3527359,"['53053', '53033', '53067', '53035']",Puyallup Tribe of Indians                                                             ,Class III                             ,2300,     2002 ,          310000 ,          2020 ,13.0, 400000000,WA,Emerald Queen Casino at Fife
78 WA-115 Ocean Shores WA 98569                    ,47.017354,-124.161346,"['53049', '53027']",Quinault Indian Nation                                                                ,Class II & III                        ,700,     2000 ,           19000 ,          2016 ,56.2,  25000000,WA,Quinault Beach Resort and Casino
dexter by the sea washington 98590                 ,46.7212072,-124.0137803,"['53049', '41007', '53027']",Shoalwater Bay Tribe of the Shoalwater Bay Indian Reservation                         ,Class II                              ,318,     2003 ,           14000 ,               ,17.4,          ,WA,Shoalwater Bay Casino
19330 US-101 Skokomish WA 98584                    ,47.3375509,-123.160326,"['53031', '53053', '53045', '53027', '53067', '53035']",Skokomish Indian Tribe                                                                ,Class III                             ,250,     2001 ,           65000 ,               ,15.0,   4000000,WA,Lucky Dog Casino
Snoqualmie WA 98065                                ,47.5289527,-121.827093,"['53037', '53053', '53061', '53033']",Snoqualmie Indian Tribe                                                               ,Class II & III                        ,1700,     2008 ,           51000 ,          2024 ,190.7, 400000000,WA,Snoqualmie Casino
2509 US-395 Chewelah WA 99109                      ,48.2804753,-117.7155651,"['53065', '53019', '53051', '53063']",Spokane Tribe of the Spokane Reservation                                              ,Class III                             ,455,     2008 ,           30000 ,          2023 ,9.6,  40000000,WA,Mistequa Casino
14300 US-2 Airway Heights WA 99001                 ,47.6428558,-117.5843624,"['53065', '53043', '53075', '53051', '53063']",Spokane Tribe of the Spokane Reservation                                              ,Class III                             ,900,     2018 ,           38000 ,               ,43.0, 400000000,WA,Spokane Tribe Casino
Shelton WA 98584                                   ,47.2150945,-123.100706,"['53031', '53053', '53045', '53027', '53067', '53035', '53041']",Squaxin Island Tribe                                                                  ,Class II & III                        ,750,     1995 ,           35000 ,          2007 ,185.0,  35000000,WA,Little Creek Casino Resort
3438 Stoluckquamish Ln Arlington WA 98223          ,48.2135319,-122.1848541,"['53061', '53073', '53057', '53029']",Stillaguamish Tribe of Indians                                                        ,Class II & III (See 25 CFR 502.3 & 4) ,1400,     2004 ,          112000 ,          2015 ,20.4, 104000000,WA,Angel of the Winds Casino
15347 Suquamish Way NE Suquamish WA 98392          ,47.71426992,-122.5709554,"['53009', '53031', '53053', '53061', '53045', '53033', '53029', '53035']",Suquamish Indian Tribe of the Port Madison Reservation                                ,Class II & III (See 25 CFR 502.3 & 4) ,1200,     1995 ,           22500 ,          2003 ,114.2,          ,WA,Clearwater Casino & Resort
Anacortes WA 98221                                 ,48.516844,-122.6125717,"['53031', '53061', '53073', '53057', '53055', '53029']",Swinomish Indian Tribal Community                                                     ,Class III (See 25 CFR 502.3 & 4)      ,900,     1985 ,           70000 ,          2016 ,22.5,          ,WA,Swinomish Casino & Lodge
Tulalip WA 98271                                   ,48.0656302,-122.286878,"['53031', '53061', '53033', '53057', '53029', '53035']",Tulalip Tribes of Washington                                                          ,Class II & III (See 25 CFR 502.3 & 4) ,2300,     2001 ,          192000 ,          2015 ,62.0,  78000000,WA,Tulalip Resort Casino
Tulalip WA 98271                                   ,48.0656302,-122.286878,"['53031', '53061', '53033', '53057', '53029', '53035']",Tulalip Tribes of Washington                                                          ,Class II (See 25 CFR 502.3 & 4)       ,200,     1992 ,           22000 ,               ,5.5,          ,WA,Tulalip Bingo
1211 2nd Street Marysville WA 98270                ,48.0502614,-122.1815414,"['53061', '53033', '53057', '53029', '53035']",Tulalip Tribes of Washington                                                          ,Class III (See 25 CFR 502.3 & 4)      ,1500,     1983 ,          126700 ,          2013 ,13.5, 103000000,WA,Quil Ceda Creek Night Club & Casino
5984 Darrk Ln Bow WA 98232                         ,48.55999,-122.34663,"['53061', '53073', '53057', '53055', '53029']",Upper Skagit Indian Tribe of Washington                                               ,Class III (See 25 CFR 502.3 & 4)      ,900,     1995 ,           64000 ,          2002 ,35.0,          ,WA,Skagit Valley Casino Resort
new odanah wisconsin                               ,46.596724,-90.656687,"['26053', '55003', '55051', '55007']",Bad River Band of Lake Superior Tribe of Chippewa Indians                             ,Class II & III (See 25 CFR 502.3 & 4) ,450,     1996 ,           74000 ,               ,5.4,          ,WI,Bad River Lodge & Casino
1721 W Canal St Milwaukee WI 53233                 ,43.0304678,-87.93522984,"['55127', '55059', '55089', '55101', '55133', '55131', '55079']",Forest County Potawatomi Community                                                    ,Class II & III (See 25 CFR 502.3 & 4) ,3000,     1991 ,          150000 ,          2008 ,388.0, 180000000,WI,Potawatomi Hotel & Casino
618 WI-32 Wabeno WI 54566                          ,45.3986668,-88.6278336,"['55037', '55075', '55085', '55067', '55083', '55041', '55078']",Forest County Potawatomi Community                                                    ,Class II & III (See 25 CFR 502.3 & 4) ,500,     1992 ,           68000 ,               ,26.7,          ,WI,Carter Casino Hotel
N7198 US-45 Wittenberg WI 54499                    ,44.8522064,-89.1661479,"['55069', '55067', '55073', '55135', '55097', '55115', '55078']",Ho-Chunk Nation of Wisconsin                                                          ,Class III (See 25 CFR 502.3 & 4)      ,500,     2008 ,           11000 ,          2017 ,123.2531056,  33000000,WI,Ho-Chunk Gaming - Wittenberg
27867 WI-21 Tomah WI 54660                         ,44.0188358,-90.4970134,"['55111', '55057', '55123', '55141', '55019', '55053', '55063', '55081']",Ho-Chunk Nation of Wisconsin                                                          ,Class III (See 25 CFR 502.3 & 4)      ,102,     2004 ,            2082 ,          2016 ,25.14363354,          ,WI,Ho-Chunk Gaming - Tomah
Nekoosa WI 54457                                   ,44.3124644,-89.9042937,"['55001', '55057', '55073', '55097', '55141', '55019', '55137', '55053']",Ho-Chunk Nation of Wisconsin                                                          ,Class II & III (See 25 CFR 502.3 & 4) ,650,     1993 ,           37000 ,          2010 ,160.2290373,   4500000,WI,Ho-Chunk Gaming - Nekoosa
W9010 WI-54 Black River Falls WI 54615             ,44.2945917,-90.8446571,"['55121', '55019', '55053', '55063', '55035', '55081']",Ho-Chunk Nation of Wisconsin                                                          ,Class II & III (See 25 CFR 502.3 & 4) ,600,     2000 ,           38000 ,          2017 ,147.9037267,  14000000,WI,Ho-Chunk Gaming - Black River Falls
S3214 County Hwy BD Baraboo WI 53913               ,43.486078,-89.77392,"['55111', '55001', '55057', '55077', '55025', '55021', '55049', '55103']",Ho-Chunk Nation of Wisconsin                                                          ,Class II & III (See 25 CFR 502.3 & 4) ,2200,     2008 ,           98000 ,          2016 ,542.3136646,  40000000,WI,Ho-Chunk Gaming - Wisconsin Dells
4002 Evan Acres Rd Madison WI 53718                ,43.03957585,-89.27201971,"['55105', '55025', '55021', '55027', '55045', '55055']",Ho-Chunk Nation of Wisconsin                                                          ,Class II (See 25 CFR 502.3 & 4)       ,1100,     1999 ,           60000 ,          2019 ,271.1568323, 405000000,WI,Ho-Chunk Gaming - Madison
13110 Birch Ln Hayward WI 54843                    ,45.99948163,-91.34924694,"['55003', '55113', '55007', '55005', '55031', '55129', '55107']",Lac Courte Oreilles Band of Lake Superior Chippewa Indians                            ,Class II & III (See 25 CFR 502.3 & 4) ,600,     1991 ,           30000 ,          2018 ,1.8,          ,WI,Seven Winds Casino
13394 W Trepania Rd Hayward WI 54843               ,45.9444132,-91.35952541,"['55113', '55007', '55005', '55031', '55129', '55107']",Lac Courte Oreilles Band of Lake Superior Chippewa Indians                            ,Class III (See 25 CFR 502.3 & 4)      ,89,     2004 ,           35000 ,               ,48.0,          ,WI,Grindstone Creek Casino
510 Old Abe Rd Lac Du Flambeau WI 54538            ,45.9741465,-89.89214,"['26053', '55003', '55051', '55069', '55085', '55125', '55099']",Lac du Flambeau Band of Lake Superior Chippewa Indians                                ,Class II & III (See 25 CFR 502.3 & 4) ,837,     1996 ,           56000 ,          2002 ,15.4,  43900000,WI,Lake of the Torches Resort Casino
N277 WI-47 Keshena WI 54135                        ,44.8635711,-88.628571,"['55067', '55083', '55135', '55087', '55115', '55078', '55009']",Menominee Indian Tribe of Wisconsin                                                   ,Class II & III (See 25 CFR 502.3 & 4) ,850,     1987 ,           33000 ,          2023 ,50.3990878, 360000000,WI,Menominee Casino Resort
BIA Rte 1016 Keshena WI 54135                      ,44.903368,-88.6022002,"['55075', '55067', '55083', '55135', '55087', '55115', '55078', '55009']",Menominee Indian Tribe of Wisconsin                                                   ,Class III (See 25 CFR 502.3 & 4)      ,27,     1995 ,                 ,               ,1.600912201,          ,WI,Thunderbird C Store
Pulaski WI 54162                                   ,44.6722158,-88.2426026,"['55075', '55015', '55083', '55135', '55087', '55115', '55078', '55009']",Oneida Tribe of Indians of Wisconsin                                                  ,Class III (See 25 CFR 502.3 & 4)      ,110,     1987 ,           23060 ,          2016 ,22.1182266,          ,WI,Oneida Travel Center
2020 Airport Drive Green Bay WI                    ,44.49593,-88.13020016,"['55015', '55071', '55083', '55087', '55115', '55009', '55061', '55139', '55029']",Oneida Tribe of Indians of Wisconsin                                                  ,Class II & III (See 25 CFR 502.3 & 4) ,850,     1993 ,          136000 ,          2013 ,170.9135692,  33000000,WI,Oneida Bingo & Casino
3120 South Packerland Drive Green Bay WI           ,44.530021,-88.094613,"['55015', '55071', '55083', '55087', '55115', '55009', '55061', '55139', '55029']",Oneida Tribe of Indians of Wisconsin                                                  ,Class III (See 25 CFR 502.3 & 4)      ,93,     2007 ,           14905 ,               ,18.69995522,          ,WI,Oneida Packerland One Stop
2522 W. Mason Street Green Bay WI                  ,44.52407179,-88.09385145,"['55015', '55071', '55083', '55087', '55115', '55009', '55061', '55139', '55029']",Oneida Tribe of Indians of Wisconsin                                                  ,Class II & III (See 25 CFR 502.3 & 4) ,780,     1994 ,           58000 ,          2013 ,156.8383341,  28000000,WI,Mason Street Casino
2100 Airport Drive Green Bay WI                    ,44.4958058,-88.1272769,"['55015', '55071', '55083', '55087', '55115', '55009', '55061', '55139', '55029']",Oneida Tribe of Indians of Wisconsin                                                  ,Class II & III (See 25 CFR 502.3 & 4) ,400,     1992 ,           76578 ,               ,80.42991491,          ,WI,Imac Bingo Facility
37600 Onigamiing Dr Bayfield WI 54814              ,46.8549186,-90.78749466,"['55003', '55051', '55007']",Red Cliff Band of Lake Superior Chippewa Indians                                      ,Class II & III (See 25 CFR 502.3 & 4) ,300,     2011 ,           15000 ,               ,25.0,  23500000,WI,Legendary Waters Resort and Casino
3086 WI-55 Crandon WI 54520                        ,45.532755,-88.9488334,"['55037', '55085', '55067', '55083', '55125', '55041', '55078']",Sokaogon Chippewa Community                                                           ,Class II & III (See 25 CFR 502.3 & 4) ,330,     1991 ,           24000 ,               ,1.122,          ,WI,Mole Lake Casino and Bingo
777 US-8 Turtle Lake WI 54889                      ,45.3955641,-92.1665078,"['55005', '55129', '55033', '55109', '55095', '55013']",St. Croix Chippewa Indians of Wisconsin                                               ,Class II & III (See 25 CFR 502.3 & 4) ,1095,     1992 ,           95000 ,          2022 ,159.6504065,          ,WI,St. Croix Casino Turtle Lake
hertel wisconsin                                   ,45.8085575,-92.1751873,"['55005', '55031', '55129', '27115', '55095', '55013']",St. Croix Chippewa Indians of Wisconsin                                               ,Class III (See 25 CFR 502.3 & 4)      ,250,     1996 ,            6800 ,          2017 ,36.4498645,          ,WI,St. Croix Casino Hertle Express
Danbury WI 54830                                   ,46.0066117,-92.3713048,"['55005', '55031', '55129', '27017', '27115', '55095', '55013']",St. Croix Chippewa Indians of Wisconsin                                               ,Class II & III (See 25 CFR 502.3 & 4) ,500,     2010 ,           22500 ,               ,72.899729,  55000000,WI,St. Croix Casino Danbury
Bowler WI 54416                                    ,44.8629629,-88.9815472,"['55067', '55073', '55083', '55135', '55097', '55087', '55115', '55078']",Stockbridge-Munsee Community                                                          ,Class II & III (See 25 CFR 502.3 & 4) ,1225,     1992 ,           70100 ,               ,59.0,          ,WI,North Star Mohican Casino Resort
Riverton WY 82501                                  ,43.0247245,-108.380727,['56013'],Northern Arapaho Tribe of the Wind River Indian Reservation                           ,Class II & III (See 25 CFR 502.3 & 4) ,800,     2005 ,           45000 ,          2008 ,45.8, 116279678,WY,Wind River Casino
800 Blue Sky Hwy Ethete WY 82520                   ,43.04304019,-108.7751275,['56013'],Northern Arapaho Tribe of the Wind River Indian Reservation                           ,Class III (See 25 CFR 502.3 & 4)      ,168,     2008 ,            1950 ,               ,23.0,          ,WY,Little Wind Casino
5690 US-287 Lander WY 82520                        ,42.8322093,-108.726744,"['56013', '56035']",Shoshone Tribe of the Wind River Indian Reservation                                   ,Class III (See 25 CFR 502.3 & 4)      ,700,     2007 ,                 ,          2016 ,20.4,  30000000,WY,Shoshone Rose Casino
